Wall time,Step,Value
1609615255.9819667,1,0.08483979105949402
1609615275.7690094,2,0.03564603626728058
1609615295.487251,3,0.029709484428167343
1609615315.1651402,4,0.02566794492304325
1609615334.8575993,5,0.025847742334008217
1609615354.5855887,6,0.02171870693564415
1609615374.3836143,7,0.01826605200767517
1609615394.175789,8,0.017090896144509315
1609615414.0051913,9,0.014953004196286201
1609615433.8191168,10,0.01480225007981062
1609615453.622702,11,0.013271636329591274
1609615473.5324976,12,0.012776901945471764
1609615493.3912451,13,0.011674833483994007
1609615513.1858742,14,0.011215555481612682
1609615532.9862247,15,0.011329662054777145
1609615552.8127618,16,0.01082864124327898
1609615572.6010063,17,0.010196384973824024
1609615592.487586,18,0.010475878603756428
1609615612.3142245,19,0.009770754724740982
1609615632.2094285,20,0.009535104967653751
1609615652.1115105,21,0.009596203453838825
1609615671.961699,22,0.009564179927110672
1609615691.7730486,23,0.008971755392849445
1609615711.6209064,24,0.0088584516197443
1609615731.5200405,25,0.009183959104120731
1609615751.3234816,26,0.008817082270979881
1609615771.1999853,27,0.008529693819582462
1609615791.0420003,28,0.008298643864691257
1609615810.8851478,29,0.008485156111419201
1609615830.7215369,30,0.007957102730870247
1609615850.6047726,31,0.007874025031924248
1609615870.4523466,32,0.008021216839551926
1609615890.2938259,33,0.007817351259291172
1609615910.1332047,34,0.008048885501921177
1609615929.9515018,35,0.007484890520572662
1609615949.8453066,36,0.0075257280841469765
1609615969.7449841,37,0.007768442388623953
1609615989.5771914,38,0.007331798318773508
1609616009.467424,39,0.007263410836458206
1609616029.2194057,40,0.007328620180487633
1609616049.1142776,41,0.0073501914739608765
1609616068.9037125,42,0.006938487756997347
1609616088.7117736,43,0.006858522072434425
1609616108.5967338,44,0.0071128602139651775
1609616128.3915443,45,0.006710817106068134
1609616148.2782052,46,0.006620512809604406
1609616168.2341063,47,0.0062490724958479404
1609616188.0630186,48,0.006540379952639341
1609616207.837176,49,0.006652100943028927
1609616227.6281133,50,0.005851395428180695
1609616247.4374745,51,0.005942457355558872
1609616267.3491077,52,0.006383860018104315
1609616287.2077606,53,0.006166744511574507
1609616307.1550035,54,0.006103379651904106
1609616327.010654,55,0.006014522165060043
1609616346.8781464,56,0.006025976967066526
1609616366.6926064,57,0.005745580419898033
1609616386.5052657,58,0.005905781872570515
